scientificName	nuccoreAcc	taxid
Klebsiella pneumoniae	JX397875	573
Klebsiella pneumoniae	CP018887	573
Gammaproteobacteria	KC609322	1236
Gammaproteobacteria	KP125892	1236
Gammaproteobacteria	MN401418	1236
Klebsiella pneumoniae	MH595534	573
Enterobacteriaceae	KU176944	543
Enterobacterales	MF156710	91347
Enterobacteriaceae	MF072963	543
Enterobacteriaceae	MH328007	543
Gammaproteobacteria	CP026224	1236
Raoultella ornithinolytica	MF788069	54291
Pseudomonas aeruginosa	CP029714	287
Enterococcus faecalis	AE016832	1351
Staphylococcus	AY355285	1279
Borrelia miyamotoi	CP044803	47466
Borrelia miyamotoi	CP036745	47466
Borrelia miyamotoi	CP036596	47466
Borrelia miyamotoi	CP037071	47466
Borrelia miyamotoi	CP036573	47466
Borrelia miyamotoi	CP037081	47466
Enterobacteriaceae	CP043017	543
Enterobacteriaceae	CP028153	543
Enterobacteriaceae	CP006264	543
Enterobacteriaceae	JN797501	543
Enterobacteriaceae	CP043196	543
Enterobacteriaceae	MG515249	543
Enterobacteriaceae	KY075650	543
Escherichia coli	CP016551	562
Escherichia coli	CP021846	562
Escherichia coli	CP030285	562
Escherichia coli	CP033379	562
Escherichia coli	CP034590	562
Escherichia coli	CP029181	562
Escherichia coli	CP010234	562
Escherichia coli	CP034746	562
Escherichia coli	CP042894	562
Escherichia coli	CP010243	562
Escherichia coli	CP029493	562
Escherichia coli	MG825383	562
Escherichia coli	CP032239	562
Escherichia coli	CP034786	562
Escherichia coli	CP036204	562
Escherichia coli	CP032890	562
Escherichia coli	CP033632	562
Escherichia coli	CP021203	562
Escherichia albertii	CP030784	208962
Escherichia albertii	CP034163	208962
Enterobacteriaceae	MN232192	543
Enterobacteriaceae	KX518745	543
Enterobacteriaceae	KX880944	543
Enterobacteriaceae	CP042617	543
Enterobacteriaceae	CP041922	543
Enterobacteriaceae	LT985263	543
Enterobacteriaceae	MG196293	543
Enterobacteriaceae	CP016549	543
Enterobacteriaceae	CP042641	543
Enterobacteriaceae	CP040069	543
Enterobacteriaceae	CP015997	543
Enterobacteriaceae	MF679145	543
Enterobacteriaceae	CP020522	543
Enterobacteriaceae	CP021336	543
Enterobacteriaceae	MH844525	543
Enterobacteriaceae	MK410117	543
Enterobacteriaceae	KU980950	543
Enterobacteriaceae	CP012491	543
Enterobacteriaceae	CP003110	543
Enterobacteriaceae	CP023732	543
Enterobacteriaceae	CP027443	543
Enterobacteriaceae	CP041576	543
Enterobacteriaceae	CP009051	543
Enterobacteriaceae	CP026475	543
Enterobacteriaceae	CP034821	543
Escherichia coli	CP031654	562
Escherichia coli	CP043218	562
Escherichia coli	CP020936	562
Escherichia coli	CP010146	562
Escherichia coli	CP014083	562
Borreliella burgdorferi	CP001573	139
Borreliella burgdorferi	CP001547	139
Borreliella burgdorferi	AE000784	139
Borrelia miyamotoi	CP036924	47466
Borreliella garinii	CP001314	29519
Borreliella garinii	CP028865	29519
Borreliella spielmanii	CP001471	88916
Borreliella afzelii	CP002944	29518
Borrelia mayonii	CP015791	1674146
Borreliella garinii	CP001307	29519
Borreliella bissettii	CP002758	64897
Borreliella bavariensis	CP028882	664662
Photobacterium damselae	CP021153	38293
Photobacterium damselae	CP021155	38293
Photobacterium damselae	CP035460	38293
Photobacterium damselae	CP021154	38293
Photobacterium damselae	CP021156	38293
Klebsiella	CP019161	570
Klebsiella pneumoniae	CP045692	573
Klebsiella pneumoniae	FO834905	573
Klebsiella pneumoniae	CP032834	573
Klebsiella oxytoca	CP017930	571
Klebsiella pneumoniae	CP021961	573
Klebsiella	CP035203	570
Klebsiella	AP019689	570
Klebsiella	CP013713	570
Klebsiella pneumoniae	CP026154	573
Klebsiella pneumoniae	CP024875	573
Klebsiella variicola	CP023978	244366
Klebsiella aerogenes	LR134207	548
Klebsiella	CP024497	570
Klebsiella	CP032356	570
Klebsiella pneumoniae	CP034046	573
Klebsiella pneumoniae	MK413722	573
Klebsiella pneumoniae	MK413721	573
Klebsiella pneumoniae	CP034040	573
Enterobacteriaceae	CP028791	543
Enterobacteriaceae	CP034406	543
Enterobacteriaceae	MK262712	543
Enterobacteriaceae	CP031736	543
Enterobacteriaceae	CP026186	543
Enterobacteriaceae	LN824134	543
Enterobacteriaceae	CP032208	543
Enterobacteriaceae	CP018696	543
Enterobacteriaceae	CP034681	543
Enterobacteriaceae	CP011314	543
Enterobacteriaceae	MH733011	543
Enterobacteriaceae	CP004000	543
Enterobacteriaceae	CP021699	543
Klebsiella	CP040595	570
Klebsiella	CP029218	570
Klebsiella	CP029221	570
Klebsiella	LR134257	570
Klebsiella	CP028916	570
Klebsiella variicola	CP000965	244366
Klebsiella pneumoniae	CP031796	573
Staphylococcus aureus	CP029199	1280
Staphylococcus aureus	CP030478	1280
Staphylococcus aureus	CP035102	1280
Staphylococcus aureus	GQ900405	1280
Staphylococcus	CP029083	1279
Staphylococcus aureus	CP026967	1280
Enterobacter asburiae	AP019631	61645
Enterobacter asburiae	AP019633	61645
Enterobacter asburiae	AP019534	61645
Enterobacter	KX912253	547
Enterobacter	CP034768	547
Enterobacter cloacae	MK471334	550
Enterobacter cloacae	KX858825	550
Enterobacter cancerogenus	CP045770	69218
Enterobacter	LS999207	547
Enterobacter	CP019890	547
Enterobacter	CP017187	547
Enterobacter cloacae	CP021777	550
Enterobacter	CP033799	547
Enterobacter	CP022534	547
Enterobacter hormaechei	CP027145	158836
Enterobacter kobei	CP043512	208224
Enterobacter cloacae	CP020054	550
Enterobacter ludwigii	CP002887	299767
Enterobacter roggenkampii	CP022149	1812935
Enterobacter roggenkampii	CP033798	1812935
Enterobacter	CP012169	547
Enterobacter	CP031569	547
Enterobacter	CP008907	547
Enterobacter	CP026851	547
Enterobacter	CP035636	547
Enterobacter	CP017182	547
Leisingera sp. NJS201	CP038235	2508306
Leisingera sp. NJS204	CP035420	2508307
Phaeobacter gallaeciensis	CP006972	60890
Phaeobacter	CP010648	302485
Phaeobacter	CP010773	302485
Phaeobacter inhibens	CP002979	221822
Phaeobacter inhibens	CP010614	221822
Phaeobacter inhibens	CP010633	221822
Phaeobacter porticola	CP016368	1844006
Klebsiella variicola	CP000966	244366
Klebsiella	CP027614	570
Klebsiella	CP025040	570
Klebsiella	CP008791	570
Klebsiella	CP026181	570
Klebsiella	CP011621	570
Enterobacteriaceae	CP033628	543
Enterobacteriaceae	KJ146688	543
Enterobacteriaceae	CP032181	543
Enterobacteriaceae	CP035181	543
Klebsiella	CP026371	570
Klebsiella	CP023489	570
Klebsiella pneumoniae	CP041937	573
Klebsiella pneumoniae	MK262711	573
Klebsiella pneumoniae	MG736312	573
Klebsiella pneumoniae	LT576116	573
Klebsiella variicola	CP032357	244366
Klebsiella variicola	CP013986	244366
Klebsiella variicola	CP008701	244366
Klebsiella variicola	CP009275	244366
Klebsiella	CP017286	570
Klebsiella	CP033755	570
Klebsiella variicola	CP044049	244366
Klebsiella	CP020851	570
Enterobacteriaceae	CP041648	543
Enterobacteriaceae	CP014777	543
Klebsiella pneumoniae	CP045691	573
Klebsiella pneumoniae	CP031801	573
Klebsiella pneumoniae	CP032832	573
Enterobacteriaceae	CP025468	543
Enterobacteriaceae	KY270849	543
Enterobacteriaceae	MK191023	543
Klebsiella	MK167987	570
Klebsiella	MG288683	570
Enterobacteriaceae	CP035124	543
Enterobacteriaceae	CP022442	543
Klebsiella pneumoniae	CP017386	573
Klebsiella pneumoniae	KP008371	573
Klebsiella pneumoniae	HQ202266	573
Klebsiella pneumoniae	CP035204	573
Klebsiella pneumoniae	CP041642	573
Klebsiella pneumoniae	CP029740	573
Klebsiella pneumoniae	CP026396	573
Enterobacteriaceae	KY093014	543
Enterobacteriaceae	CP044529	543
Enterobacteriaceae	CP044038	543
Enterobacteriaceae	CP034777	543
Enterobacteriaceae	CP030067	543
Enterobacteriaceae	CP018955	543
Enterobacteriaceae	CP024510	543
Klebsiella pneumoniae	KC757417	573
Enterobacteriaceae	CP012988	543
Enterobacteriaceae	CP034131	543
Enterobacteriaceae	LK391770	543
Enterobacteriaceae	CP021946	543
Klebsiella pneumoniae	CP028479	573
Klebsiella pneumoniae	FO203500	573
Klebsiella pneumoniae	CP035776	573
Klebsiella pneumoniae	MK649827	573
Klebsiella pneumoniae	CP031793	573
Klebsiella pneumoniae	FO834904	573
Klebsiella pneumoniae	CP026139	573
Klebsiella pneumoniae	CP006800	573
Klebsiella pneumoniae	CP027044	573
Klebsiella pneumoniae	JX424424	573
Klebsiella pneumoniae	CP027613	573
Klebsiella pneumoniae	CP030876	573
Klebsiella pneumoniae	CP026163	573
Klebsiella pneumoniae	CP031851	573
Klebsiella pneumoniae	KX839208	573
Carnobacterium sp. 17-4	CP002564	208596
Carnobacterium inhibens	CP006816	147709
Carnobacterium inhibens	CP006815	147709
Phaeobacter	CP010640	302485
Phaeobacter gallaeciensis	CP010679	60890
Roseovarius sp. THAF9	CP045408	2587847
Mycolicibacterium gilvum	CP000658	350054
Mycolicibacterium gilvum	CP000659	350054
Mycobacterium grossiae	CP043475	1552759
Proteobacteria	CP019671	1224
Proteobacteria	CP026703	1224
Proteobacteria	LC155907	1224
Proteobacteria	MF344578	1224
Gammaproteobacteria	CP026220	1236
Gammaproteobacteria	KP873172	1236
Aeromonas sp. ASNIH3	CP026223	1636608
Escherichia coli	FN822748	562
Enterobacteriaceae	KF705207	543
Enterobacteriaceae	AP005147	543
Enterobacteriaceae	CP018110	543
Enterobacteriaceae	CP032495	543
Enterobacteriaceae	CP030003	543
Enterobacteriaceae	CP021845	543
Enterobacteriaceae	CP034252	543
Escherichia coli	CP029058	562
Escherichia coli	CP024976	562
Enterobacteriaceae	KC853439	543
Enterobacteriaceae	CP016585	543
Enterobacteriaceae	LT985273	543
Enterobacteriaceae	CP012923	543
Enterobacteriaceae	CP014972	543
Enterobacteriaceae	CP029771	543
Enterobacteriaceae	KY748189	543
Enterobacteriaceae	CP023356	543
Enterobacteriaceae	CP024093	543
Enterobacteriaceae	MH884651	543
Enterobacteriaceae	KU932032	543
Enterobacteriaceae	AP014805	543
Enterobacteriaceae	LN735560	543
Enterobacteriaceae	CP039299	543
Enterobacteriaceae	LM651376	543
Enterobacteriaceae	CP036203	543
Enterobacteriaceae	CP037994	543
Enterobacteriaceae	CP041533	543
Enterobacteriaceae	LT985288	543
Enterobacteriaceae	LT985238	543
Enterobacteriaceae	LT985321	543
Enterobacteriaceae	CP002186	543
Enterobacteriaceae	CP042248	543
Enterobacteriaceae	CP024468	543
Enterobacteriaceae	CP027395	543
Enterobacteriaceae	KC788405	543
Enterobacteriaceae	KX246268	543
Enterobacteriaceae	MG948331	543
Escherichia coli	MF078004	562
Escherichia coli	CP036181	562
Enterobacteriaceae	CP031897	543
Enterobacteriaceae	CP019692	543
Acinetobacter sp. TGL-Y2	CP015111	1407071
Acinetobacter radioresistens	AP019741	40216
Lactobacillus brevis	CP021480	1580
Lactobacillus brevis	CP032933	1580
Lactobacillus brevis	CP021459	1580
Lactobacillus brevis	CP021457	1580
Lactobacillus plantarum	CP006037	1590
Lactobacillus paraplantarum	CP032747	60520
Lactobacillus plantarum	CP018325	1590
Lactobacillus plantarum	CP018330	1590
Lactobacillus plantarum	CP035567	1590
Lactobacillus plantarum	CP035169	1590
Lactobacillus plantarum	CP025416	1590
Lactobacillus plantarum	CP035172	1590
Lactobacillus plantarum	CP021930	1590
Lactobacillus plantarum	CP035134	1590
Lactobacillus plantarum	AP018407	1590
Lactobacillus plantarum	CP013153	1590
Lactobacillus plantarum	CP035149	1590
Lactobacillus plantarum	CP035558	1590
Lactobacillus plantarum	CP035116	1590
Lactobacillus plantarum	CP035568	1590
Lactobacillus plantarum	CP037432	1590
Lactobacillus plantarum	CP035575	1590
Lactobacillus plantarum	CP013752	1590
Lactobacillus futsaii	CP040738	938155
Lactobacillus paraplantarum	CP032749	60520
Lactobacillus plantarum	CP025587	1590
Lactobacillus plantarum	CP035024	1590
Lactobacillus brevis	CP021461	1580
Lactobacillus plantarum	CP005945	1590
Lactobacillus paracollinoides	CP014929	240427
Pediococcus damnosus	CP012272	51663
Lactobacillus plantarum	CP013155	1590
Lactobacillus plantarum	CP032645	1590
Lactobacillus plantarum	AP018408	1590
Lactobacillus plantarum	CP035561	1590
Lactobacillus brevis	CP031186	1580
Lactobacillus brevis	CP031211	1580
Lactobacillus brevis	CP015339	1580
Pediococcus damnosus	CP012273	51663
Lactobacillaceae	CP014903	33958
Lactobacillaceae	CP012291	33958
Lactobacillus backii	CP014893	375175
Lactobacillus backii	CP014884	375175
Lactobacillus backii	CP014626	375175
Lactobacillus bifermentans	CP045873	1607
Lactobacillus brevis	CP005981	1580
Salmonella enterica	JX017306	28901
Enterobacteriaceae	CP042497	543
Enterobacteriaceae	CP012164	543
Enterobacteriaceae	CP010367	543
Gammaproteobacteria	DQ402049	1236
Gammaproteobacteria	AB117929	1236
Citrobacter sp. 36-4CPA	KM373703	1036018
Enterobacter sp. E76	CP042503	2596949
Escherichia coli	CP010227	562
Cronobacter sakazakii	CP004094	28141
Enterobacter	AB583678	547
Enterobacter	CP041059	547
Enterobacter roggenkampii	CP019842	1812935
Enterobacteriaceae	CP039315	543
Enterobacteriaceae	CP042543	543
Enterobacteriaceae	JF795024	543
Enterobacteriaceae	CP023889	543
Enterobacteriaceae	CP035912	543
Enterobacteriaceae	CP042648	543
Enterobacter cloacae	AB583677	550
Klebsiella pneumoniae	CP018738	573
Klebsiella pneumoniae	CP029592	573
Enterobacteriaceae	CP018453	543
Enterobacteriaceae	CP039606	543
Erwinia amylovora	FR719210	552
Enterobacteriaceae	CP032843	543
Enterobacteriaceae	MG649064	543
Enterobacteriaceae	CP039571	543
Enterobacteriaceae	AF025795	543
Enterobacteriaceae	CP038655	543
Salmonella enterica	AY079200	28901
Escherichia coli	KM107843	562
Enterobacteriaceae	CP040323	543
Escherichia coli	CP006638	562
Enterobacter	CP041056	547
Enterobacter	CP043517	547
Pectobacterium carotovorum	CP021895	554
Tatumella morbirosei	AF022806	642227
Erwinia amylovora	FR719211	552
Enterobacterales	CP011604	91347
Klebsiella pneumoniae	CP023909	573
Klebsiella quasipneumoniae	CP029433	1463165
Pantoea stewartii	CP017582	66269
Pantoea stewartii	CP017583	66269
Serratia marcescens	EU697813	615
Citrobacter freundii	CP011605	546
Salmonella enterica	CP019997	28901
Enterobacteriaceae	CP030001	543
Enterobacteriaceae	CP041028	543
Enterobacteriaceae	CP006051	543
Enterobacteriaceae	CP010375	543
Yersinia kristensenii	CP032484	28152
Enterobacteriaceae	CP034127	543
Enterobacter sp. 18A13	AP019636	2565914
Enterobacterales	CP010380	91347
Enterobacterales	CP009869	91347
Klebsiella michiganensis	CP044110	1134687
Legionella pneumophila	CP016869	446
Legionella pneumophila	CP015940	446
Legionella pneumophila	CP021273	446
Legionella oakridgensis	CP004007	29423
Fluoribacter dumoffii	AB297474	463
Legionella	CP015957	445
Legionella pneumophila	CP015942	446
Enterobacterales	CP018649	91347
Enterobacterales	DQ390455	91347
Enterobacterales	CP019284	91347
Enterobacterales	MK356561	91347
Enterobacterales	LT985251	91347
Enterobacterales	CP042533	91347
Enterobacterales	KX062091	91347
Enterobacterales	LT221038	91347
Gammaproteobacteria	LS998787	1236
Gammaproteobacteria	CP041525	1236
Gammaproteobacteria	HF545433	1236
Gammaproteobacteria	CP040895	1236
Enterobacterales	CP031259	91347
Gammaproteobacteria	AP018557	1236
Enterobacteriaceae	KY128484	543
Gammaproteobacteria	GU585907	1236
Gammaproteobacteria	CP019026	1236
Gammaproteobacteria	KM977631	1236
Klebsiella pneumoniae	CP018819	573
Klebsiella pneumoniae	CP024573	573
Klebsiella pneumoniae	CP009116	573
Klebsiella pneumoniae	CP028179	573
Klebsiella pneumoniae	CP023250	573
Klebsiella pneumoniae	MH745930	573
Klebsiella pneumoniae	CP021698	573
Enterobacteriaceae	CP022226	543
Enterobacteriaceae	CP033776	543
Enterobacteriaceae	CP021168	543
Enterobacteriaceae	CP028782	543
Enterobacteriaceae	DQ449578	543
Enterobacteriaceae	CP020091	543
Enterobacteriaceae	CP035182	543
Mycobacteriaceae	CP000895	1762
Mycobacterium	CP016642	1763
Staphylococcus saprophyticus	FR687301	29385
Staphylococcus aureus	CP027495	1280
Staphylococcus simulans	HQ170520	1286
Staphylococcus simulans	CP017431	1286
Staphylococcus simulans	CP015644	1286
Paenibacillus sp. IHB B 3084	CP013204	867076
Paenibacillus polymyxa	CP042273	1406
Bacillus thuringiensis	CP010107	1428
Bacillus cereus	AB083655	1396
Bacillus mycoides	CP031077	1405
Bacillus thuringiensis	CP012107	1428
Bacillus mycoides	CP009689	1405
Bacillus pseudomycoides	CP009647	64104
Bacillus sp. ABP14	CP017017	1892404
Bacillus sp. FDAARGOS_527	CP033796	2576356
Escherichia coli	CP032885	562
Enterobacteriaceae	HF565446	543
Enterobacteriaceae	AP010964	543
Enterobacteriaceae	KP979588	543
Escherichia coli	FJ985252	562
Escherichia coli	CP043037	562
Enterobacteriaceae	DQ995352	543
Enterobacteriaceae	MG800340	543
Enterobacteriaceae	KT693145	543
Enterobacteriaceae	LT985240	543
Enterobacteriaceae	CP035473	543
Enterobacteriaceae	LT985285	543
Escherichia coli	CP041450	562
Enterobacteriaceae	CP036207	543
Salmonella enterica	CP011432	28901
Salmonella enterica	CP030189	28901
Klebsiella	MK079571	570
Escherichia coli	CP018944	562
Pseudomonas fragi	CP021135	296
Klebsiella pneumoniae	KY978631	573
Pseudomonas fragi	CP021134	296
Klebsiella pneumoniae	CP029583	573
Klebsiella pneumoniae	CP023950	573
Escherichia coli	CP025944	562
Klebsiella pneumoniae	CP037964	573
Klebsiella pneumoniae	CP043936	573
Klebsiella pneumoniae	KX443408	573
Klebsiella pneumoniae	CP028792	573
Klebsiella pneumoniae	MG053313	573
Aeromonas salmonicida	KX364409	645
Enterobacteriaceae	AP018835	543
Edwardsiella	CP006665	132406
Escherichia coli	CP019261	562
Escherichia coli	CP042600	562
Escherichia coli	CP033095	562
Salmonella enterica	EU219534	28901
Salmonella enterica	CP001125	28901
Salmonella enterica	AY509004	28901
Escherichia coli	CP031894	562
Xanthomonas citri	AY780631	346
Xanthomonas citri	CP041782	346
Xanthomonas citri	CP041964	346
Xanthomonas citri	CP003780	346
Xanthomonas	AE008924	338
Xanthomonas	AE008925	338
Xanthomonas	CP020888	338
Xanthomonas citri	CP020884	346
Xanthomonas citri	CP017023	346
Xanthomonas euvesicatoria	AM039949	456327
Xanthomonas citri	CP017021	346
Xanthomonas campestris	CP034654	339
Thiomonas arsenitoxydans	FP475957	426114
Mycoplasma mycoides	JX294730	2102
Mycoplasma mycoides	FQ790215	2102
Mycoplasma mycoides	JX294729	2102
Mycoplasma capricolum	JX294737	2095
Mycoplasma mycoides	M25059	2102
Sinorhizobium meliloti	DQ145546	382
Sinorhizobium meliloti	CP021796	382
Sinorhizobium meliloti	CP003934	382
Sinorhizobium meliloti	CP026529	382
Sinorhizobium meliloti	CP021807	382
Sinorhizobium meliloti	CP002784	382
Sinorhizobium meliloti	JQ665880	382
Sinorhizobium meliloti	CP003935	382
Sinorhizobium meliloti	CP021803	382
Sinorhizobium meliloti	CP011000	382
Sinorhizobium meliloti	CP021815	382
Sinorhizobium meliloti	CP021832	382
Enterobacteriaceae	CP028715	543
Enterobacteriaceae	KY463454	543
Enterobacteriaceae	JX258655	543
Enterobacteriaceae	CP024670	543
Enterobacteriaceae	CP023373	543
Enterobacteriaceae	CP035754	543
Enterobacteriaceae	KM212169	543
Enterobacteriaceae	CP035775	543
Enterobacteriaceae	LT985276	543
Escherichia coli	LT985310	562
Gammaproteobacteria	MG228427	1236
Gammaproteobacteria	CP041048	1236
Gammaproteobacteria	CP034714	1236
Gammaproteobacteria	MH325469	1236
Enterobacteriaceae	CP042479	543
Enterobacteriaceae	CP012168	543
Escherichia coli	FJ705806	562
Citrobacter freundii	CP022274	546
Klebsiella pneumoniae	AP018577	573
Enterobacteriaceae	KU302801	543
Enterobacteriaceae	CP041052	543
Gammaproteobacteria	CP024581	1236
Gammaproteobacteria	CP029730	1236
Enterobacteriaceae	CP029123	543
Enterobacteriaceae	LT985244	543
Enterobacteriaceae	CP040384	543
Enterobacteriaceae	CP011429	543
Enterobacteriaceae	CP025236	543
Enterobacteriaceae	MK033499	543
Enterobacteriaceae	CP024824	543
Enterobacteriaceae	CP003998	543
Gammaproteobacteria	MF150118	1236
Gammaproteobacteria	MN101850	1236
Gammaproteobacteria	CP017387	1236
Klebsiella pneumoniae	KT935446	573
Providencia rettgeri	LC507075	587
Enterobacteriaceae	CP032388	543
Enterobacteriaceae	CP032397	543
Enterobacteriaceae	CP041027	543
Escherichia coli	CP045742	562
Salmonella enterica	CP018220	28901
